id,address_line1,address_line2,city,country,created_at,latitude,location_type,longitude,postal_code,province,updated_at
383,303 Main Rd,Unit #12-303,Kuala Lumpur,Malaysia,2024-04-18,3.062663,BRANCH_OFFICE,101.628599,102401,Kuala Lumpur,2024-08-04
384,845 Park Rd,Unit #17-156,Kuala Lumpur,Malaysia,2020-08-02,3.210012,ACCIDENT_SITE,101.580874,673559,Kuala Lumpur,2021-03-13
385,270 River Rd,Unit #52-710,Singapore,Singapore,2022-05-15,1.324627,OTHER,103.779306,367632,Central,2023-01-24
386,471 Hill Rd,Unit #73-749,Surabaya,Indonesia,2020-05-14,-7.29203,ACCIDENT_SITE,112.622025,389256,East Java,2020-10-03
387,487 Market Rd,Unit #19-082,Johor Bahru,Malaysia,2022-08-26,1.547357,INSURED_ADDRESS,103.746813,384775,Johor,2023-06-26
388,791 Beach Rd,Unit #77-172,Penang,Malaysia,2021-05-30,5.356153,BRANCH_OFFICE,100.362435,410105,Penang,2021-11-12
389,252 Hill Rd,Unit #03-690,Chiang Mai,Thailand,2021-06-09,18.89397,BRANCH_OFFICE,99.044531,486041,Chiang Mai,2022-03-31
390,483 Beach Rd,Unit #64-105,Jakarta,Indonesia,2023-11-05,-6.108406,GARAGE,106.722367,911590,DKI Jakarta,2024-08-15
391,46 Orchard Rd,Unit #68-792,Johor Bahru,Malaysia,2023-08-02,1.486213,GARAGE,103.700317,668578,Johor,2024-03-05
392,563 Hill Rd,Unit #75-435,Kuala Lumpur,Malaysia,2021-08-26,3.071968,BRANCH_OFFICE,101.749532,431322,Kuala Lumpur,2022-08-11
393,908 Park Rd,Unit #98-536,Johor Bahru,Malaysia,2019-10-07,1.530978,BRANCH_OFFICE,103.789195,460011,Johor,2019-12-28
394,678 Park Rd,Unit #32-204,Phuket,Thailand,2019-11-02,8.001228,INSURED_ADDRESS,98.249744,349364,Phuket,2020-03-24
395,34 Park Rd,Unit #93-727,Surabaya,Indonesia,2021-10-21,-7.213654,BRANCH_OFFICE,112.716071,686512,East Java,2022-08-18
396,27 Orchard Rd,Unit #95-084,Phuket,Thailand,2022-11-14,7.972173,GARAGE,98.431446,59372,Phuket,2023-01-25
397,849 Beach Rd,Unit #93-463,Singapore,Singapore,2023-09-18,1.276912,GARAGE,103.688524,966730,Central,2024-10-15
398,488 Main Rd,Unit #80-786,Phuket,Thailand,2023-08-06,7.820304,BRANCH_OFFICE,98.355821,936051,Phuket,2024-05-22
399,855 Main Rd,Unit #05-805,Bangkok,Thailand,2024-05-29,13.640962,BRANCH_OFFICE,100.437454,913333,Bangkok,2025-06-09
400,591 Hill Rd,Unit #15-486,Kuala Lumpur,Malaysia,2023-08-02,3.211113,OTHER,101.691846,421358,Kuala Lumpur,2023-11-08
401,146 Orchard Rd,Unit #89-569,Jakarta,Indonesia,2024-09-10,-6.295981,INSURED_ADDRESS,106.987038,427224,DKI Jakarta,2025-05-30
402,713 Hill Rd,Unit #15-811,Singapore,Singapore,2024-02-26,1.446009,GARAGE,103.833323,969174,Central,2024-08-08
403,798 Beach Rd,Unit #18-129,Kuala Lumpur,Malaysia,2023-04-14,3.107597,GARAGE,101.591948,284411,Kuala Lumpur,2024-04-13
404,620 Park Rd,Unit #03-589,Phuket,Thailand,2021-04-10,7.897334,ACCIDENT_SITE,98.212812,747328,Phuket,2021-07-02
405,584 Park Rd,Unit #48-196,Manila,Philippines,2019-03-30,14.689538,BRANCH_OFFICE,121.086681,174922,Metro Manila,2020-02-27
406,252 Main Rd,Unit #56-124,Penang,Malaysia,2022-02-11,5.426361,BRANCH_OFFICE,100.239438,150643,Penang,2022-09-18
407,37 Beach Rd,Unit #76-391,Phuket,Thailand,2022-12-06,8.079289,GARAGE,98.213724,429702,Phuket,2023-11-02
408,311 Orchard Rd,Unit #97-092,Chiang Mai,Thailand,2023-07-06,18.833767,OTHER,99.059121,61185,Chiang Mai,2023-10-30
409,321 Orchard Rd,Unit #79-315,Singapore,Singapore,2022-04-07,1.226874,OTHER,103.890132,992346,Central,2022-08-09
410,335 Orchard Rd,Unit #61-401,Surabaya,Indonesia,2023-09-02,-7.238625,OTHER,112.839897,348647,East Java,2023-10-24
411,114 Hill Rd,Unit #72-649,Manila,Philippines,2024-10-13,14.523309,ACCIDENT_SITE,121.051124,337208,Metro Manila,2024-12-15
412,230 Orchard Rd,Unit #55-778,Phuket,Thailand,2023-04-28,8.089042,BRANCH_OFFICE,98.221243,377623,Phuket,2023-05-16
413,945 Main Rd,Unit #35-294,Singapore,Singapore,2019-04-07,1.468175,GARAGE,103.739016,100314,Central,2019-07-13
414,206 Hill Rd,Unit #16-917,Bangkok,Thailand,2022-01-25,13.89731,BRANCH_OFFICE,100.683584,971975,Bangkok,2022-11-26
415,576 Market Rd,Unit #33-992,Phuket,Thailand,2024-02-26,7.82214,OTHER,98.221124,667246,Phuket,2024-06-13
416,151 Orchard Rd,Unit #74-683,Phuket,Thailand,2019-03-03,8.054285,ACCIDENT_SITE,98.330364,757652,Phuket,2019-07-15
417,120 River Rd,Unit #23-908,Manila,Philippines,2024-03-31,14.738632,BRANCH_OFFICE,121.090743,424470,Metro Manila,2024-07-05
418,41 River Rd,Unit #88-734,Penang,Malaysia,2020-12-02,5.393268,OTHER,100.488465,560254,Penang,2021-02-06
419,468 Market Rd,Unit #27-589,Manila,Philippines,2022-01-29,14.670701,ACCIDENT_SITE,121.075431,465856,Metro Manila,2022-05-20
420,715 Orchard Rd,Unit #90-167,Chiang Mai,Thailand,2023-03-06,18.867291,INSURED_ADDRESS,99.04167,702751,Chiang Mai,2023-06-05
421,614 Park Rd,Unit #12-110,Chiang Mai,Thailand,2023-12-28,18.812706,INSURED_ADDRESS,98.988591,833399,Chiang Mai,2024-09-16
422,525 Beach Rd,Unit #14-560,Kuala Lumpur,Malaysia,2024-09-28,3.152673,GARAGE,101.73347,823634,Kuala Lumpur,2025-04-29
423,694 Main Rd,Unit #63-862,Phuket,Thailand,2021-06-12,7.943085,INSURED_ADDRESS,98.292829,69547,Phuket,2021-11-25
424,38 Main Rd,Unit #53-117,Chiang Mai,Thailand,2019-06-21,18.768935,BRANCH_OFFICE,98.990297,273692,Chiang Mai,2019-09-15
425,580 River Rd,Unit #93-677,Singapore,Singapore,2021-09-27,1.349887,INSURED_ADDRESS,103.94714,454689,Central,2022-04-29
426,753 Park Rd,Unit #69-911,Singapore,Singapore,2022-08-20,1.298889,BRANCH_OFFICE,103.910221,837626,Central,2023-05-08
427,704 Beach Rd,Unit #10-725,Surabaya,Indonesia,2020-08-23,-7.322734,BRANCH_OFFICE,112.838995,279649,East Java,2021-03-26
428,593 Market Rd,Unit #94-454,Manila,Philippines,2023-10-06,14.514554,OTHER,120.945218,407732,Metro Manila,2024-07-22
429,964 Hill Rd,Unit #88-872,Chiang Mai,Thailand,2022-04-09,18.855712,GARAGE,98.942238,107429,Chiang Mai,2022-05-09
430,228 Hill Rd,Unit #22-079,Phuket,Thailand,2022-08-09,8.003228,INSURED_ADDRESS,98.46912,384305,Phuket,2023-06-20
431,635 Park Rd,Unit #67-665,Surabaya,Indonesia,2024-01-01,-7.183564,OTHER,112.654279,487097,East Java,2024-08-17
432,946 Market Rd,Unit #31-255,Phuket,Thailand,2024-01-16,7.810537,ACCIDENT_SITE,98.411966,233535,Phuket,2024-12-16
433,158 Main Rd,Unit #32-082,Penang,Malaysia,2019-05-28,5.49803,INSURED_ADDRESS,100.334702,890526,Penang,2019-11-22
434,320 Beach Rd,Unit #21-808,Kuala Lumpur,Malaysia,2024-01-10,3.084043,GARAGE,101.636098,53787,Kuala Lumpur,2024-01-31
435,61 Main Rd,Unit #17-967,Singapore,Singapore,2022-08-16,1.342047,ACCIDENT_SITE,103.612015,246337,Central,2022-12-09
436,707 Market Rd,Unit #17-757,Manila,Philippines,2022-11-14,14.724393,GARAGE,121.01183,160378,Metro Manila,2023-02-14
437,623 Market Rd,Unit #12-140,Surabaya,Indonesia,2022-03-02,-7.236363,INSURED_ADDRESS,112.812221,958161,East Java,2022-11-11
438,402 Park Rd,Unit #94-837,Penang,Malaysia,2021-02-26,5.330816,INSURED_ADDRESS,100.40121,108671,Penang,2021-08-19
439,609 Park Rd,Unit #36-413,Phuket,Thailand,2019-02-25,7.919681,OTHER,98.338497,914567,Phuket,2019-08-30
440,728 River Rd,Unit #26-406,Jakarta,Indonesia,2021-04-24,-6.17149,OTHER,106.817064,892049,DKI Jakarta,2022-02-08
441,350 Market Rd,Unit #91-646,Penang,Malaysia,2019-04-01,5.421514,GARAGE,100.319901,407498,Penang,2019-09-28
442,282 Hill Rd,Unit #68-644,Phuket,Thailand,2019-03-20,8.041058,GARAGE,98.437216,599271,Phuket,2019-07-31
443,700 Beach Rd,Unit #80-291,Bangkok,Thailand,2020-02-28,13.733487,GARAGE,100.486049,480256,Bangkok,2020-05-12
444,218 Beach Rd,Unit #99-687,Chiang Mai,Thailand,2022-05-21,18.860049,OTHER,98.934492,971802,Chiang Mai,2023-02-05
445,38 River Rd,Unit #97-724,Phuket,Thailand,2021-07-09,8.025438,ACCIDENT_SITE,98.481766,608358,Phuket,2021-10-11
446,772 Hill Rd,Unit #34-795,Singapore,Singapore,2019-05-16,1.372947,ACCIDENT_SITE,103.957874,778019,Central,2020-01-17
447,127 Beach Rd,Unit #81-551,Singapore,Singapore,2021-03-16,1.286774,OTHER,103.695544,230769,Central,2022-03-10
448,799 Main Rd,Unit #88-702,Surabaya,Indonesia,2022-11-15,-7.185145,ACCIDENT_SITE,112.726182,143973,East Java,2023-05-29
449,873 Main Rd,Unit #03-679,Penang,Malaysia,2020-09-04,5.39812,INSURED_ADDRESS,100.209393,782067,Penang,2021-09-27
450,937 River Rd,Unit #28-706,Manila,Philippines,2022-05-14,14.604617,INSURED_ADDRESS,121.092273,575771,Metro Manila,2022-10-01
451,438 Main Rd,Unit #39-602,Jakarta,Indonesia,2022-04-05,-6.200965,ACCIDENT_SITE,106.724137,232232,DKI Jakarta,2022-10-27
452,303 Park Rd,Unit #73-790,Chiang Mai,Thailand,2020-01-07,18.811787,OTHER,98.976953,131567,Chiang Mai,2020-11-18
453,808 Beach Rd,Unit #17-739,Bangkok,Thailand,2021-01-12,13.620488,ACCIDENT_SITE,100.667256,691224,Bangkok,2021-08-22
454,898 Park Rd,Unit #90-078,Penang,Malaysia,2023-07-26,5.453736,OTHER,100.275952,533829,Penang,2023-08-26
455,124 Hill Rd,Unit #50-397,Kuala Lumpur,Malaysia,2023-05-09,3.17175,INSURED_ADDRESS,101.661498,816069,Kuala Lumpur,2023-07-01
456,153 Orchard Rd,Unit #20-130,Surabaya,Indonesia,2022-03-26,-7.157864,ACCIDENT_SITE,112.787103,16950,East Java,2023-03-10
457,335 Main Rd,Unit #09-921,Manila,Philippines,2022-08-11,14.573857,BRANCH_OFFICE,120.937136,561956,Metro Manila,2022-12-02
458,219 Main Rd,Unit #77-815,Manila,Philippines,2022-01-15,14.588132,OTHER,120.992272,901503,Metro Manila,2022-05-09
459,965 Beach Rd,Unit #68-224,Johor Bahru,Malaysia,2022-07-02,1.470674,BRANCH_OFFICE,103.623532,592563,Johor,2023-07-21
460,990 Park Rd,Unit #85-317,Chiang Mai,Thailand,2020-01-11,18.80421,BRANCH_OFFICE,99.045401,378557,Chiang Mai,2020-03-18
461,206 Park Rd,Unit #78-014,Kuala Lumpur,Malaysia,2020-06-17,3.136471,BRANCH_OFFICE,101.672847,900791,Kuala Lumpur,2020-10-03
462,582 Park Rd,Unit #57-163,Jakarta,Indonesia,2024-09-15,-6.097612,GARAGE,106.622854,965432,DKI Jakarta,2025-04-11
463,763 Main Rd,Unit #45-363,Surabaya,Indonesia,2021-12-21,-7.298143,INSURED_ADDRESS,112.77501,298438,East Java,2022-08-14
464,647 Park Rd,Unit #56-211,Kuala Lumpur,Malaysia,2024-12-23,3.131522,INSURED_ADDRESS,101.679131,944126,Kuala Lumpur,2025-08-21
465,482 Market Rd,Unit #56-775,Singapore,Singapore,2023-07-11,1.266432,BRANCH_OFFICE,103.833671,73399,Central,2024-04-16
466,11 Orchard Rd,Unit #16-888,Surabaya,Indonesia,2019-08-25,-7.324141,BRANCH_OFFICE,112.655411,590996,East Java,2020-07-14
467,96 Park Rd,Unit #42-005,Singapore,Singapore,2023-01-03,1.249369,ACCIDENT_SITE,104.033191,316400,Central,2023-05-03
468,269 Beach Rd,Unit #65-465,Surabaya,Indonesia,2022-09-06,-7.265356,BRANCH_OFFICE,112.818016,118332,East Java,2023-02-18
469,853 Market Rd,Unit #73-705,Chiang Mai,Thailand,2022-03-10,18.878541,BRANCH_OFFICE,99.019969,494279,Chiang Mai,2022-12-25
470,823 Beach Rd,Unit #75-094,Penang,Malaysia,2019-02-01,5.464074,ACCIDENT_SITE,100.383828,537163,Penang,2019-07-15
471,102 Hill Rd,Unit #97-423,Penang,Malaysia,2024-01-17,5.359431,BRANCH_OFFICE,100.485777,463275,Penang,2024-10-19
472,962 Park Rd,Unit #49-275,Singapore,Singapore,2019-02-15,1.455387,OTHER,103.913303,417477,Central,2019-12-06
473,986 River Rd,Unit #46-198,Kuala Lumpur,Malaysia,2020-03-15,3.143378,GARAGE,101.641911,848479,Kuala Lumpur,2020-08-02
474,852 Hill Rd,Unit #53-371,Penang,Malaysia,2022-04-25,5.353454,OTHER,100.337738,637675,Penang,2023-02-26
475,916 Main Rd,Unit #87-248,Chiang Mai,Thailand,2024-02-15,18.766351,BRANCH_OFFICE,98.929958,669613,Chiang Mai,2024-05-06
476,798 Market Rd,Unit #13-052,Bangkok,Thailand,2024-08-28,13.696898,OTHER,100.421913,242110,Bangkok,2024-09-23
477,788 Park Rd,Unit #25-254,Chiang Mai,Thailand,2023-03-31,18.878496,ACCIDENT_SITE,99.017932,521837,Chiang Mai,2024-02-14
478,416 Beach Rd,Unit #22-541,Singapore,Singapore,2024-08-08,1.438089,ACCIDENT_SITE,104.097332,371471,Central,2025-08-06
479,951 Park Rd,Unit #86-695,Manila,Philippines,2023-03-12,14.624782,GARAGE,121.021443,696403,Metro Manila,2024-01-30
480,764 Market Rd,Unit #16-463,Phuket,Thailand,2021-03-17,7.977267,INSURED_ADDRESS,98.399336,608302,Phuket,2021-08-22
481,822 Main Rd,Unit #08-805,Phuket,Thailand,2022-01-21,7.971789,ACCIDENT_SITE,98.281683,26401,Phuket,2022-06-16
482,393 Main Rd,Unit #80-949,Johor Bahru,Malaysia,2022-02-05,1.474612,GARAGE,103.659021,883673,Johor,2022-08-31
483,703 Main Rd,Unit #84-290,Manila,Philippines,2020-04-20,14.648162,INSURED_ADDRESS,120.934037,608138,Metro Manila,2021-03-25
484,105 Market Rd,Unit #52-849,Jakarta,Indonesia,2020-07-16,-6.281509,OTHER,106.725858,814784,DKI Jakarta,2020-11-14
485,284 Orchard Rd,Unit #56-355,Kuala Lumpur,Malaysia,2020-07-17,3.106731,GARAGE,101.665488,938370,Kuala Lumpur,2021-01-19
486,802 Market Rd,Unit #59-387,Surabaya,Indonesia,2023-06-25,-7.293489,OTHER,112.773361,446363,East Java,2023-10-14
487,83 River Rd,Unit #09-909,Jakarta,Indonesia,2020-07-27,-6.11001,OTHER,106.817997,865646,DKI Jakarta,2021-04-27
488,778 Main Rd,Unit #37-582,Penang,Malaysia,2021-02-23,5.394116,OTHER,100.333685,611822,Penang,2021-06-07
489,550 Main Rd,Unit #69-995,Johor Bahru,Malaysia,2021-05-22,1.515628,OTHER,103.625759,244048,Johor,2022-04-07
490,202 River Rd,Unit #72-673,Kuala Lumpur,Malaysia,2019-11-02,3.245424,GARAGE,101.73472,204942,Kuala Lumpur,2020-05-11
491,713 Market Rd,Unit #73-562,Manila,Philippines,2024-07-31,14.575155,BRANCH_OFFICE,121.089443,502850,Metro Manila,2024-09-09
492,609 Main Rd,Unit #61-059,Bangkok,Thailand,2024-03-14,13.753031,ACCIDENT_SITE,100.349879,267667,Bangkok,2024-09-28
493,450 Hill Rd,Unit #41-549,Penang,Malaysia,2022-07-12,5.355042,INSURED_ADDRESS,100.448109,430978,Penang,2022-11-06
494,305 Park Rd,Unit #56-129,Surabaya,Indonesia,2020-07-09,-7.243585,BRANCH_OFFICE,112.75331,391843,East Java,2021-02-03
495,269 Market Rd,Unit #40-620,Johor Bahru,Malaysia,2023-08-24,1.509153,GARAGE,103.652919,755804,Johor,2024-09-08
496,272 Orchard Rd,Unit #97-235,Manila,Philippines,2022-07-27,14.54564,BRANCH_OFFICE,121.02499,212927,Metro Manila,2023-07-29
497,153 River Rd,Unit #70-734,Surabaya,Indonesia,2019-04-20,-7.22222,ACCIDENT_SITE,112.868537,10271,East Java,2020-01-24
498,634 Hill Rd,Unit #57-181,Surabaya,Indonesia,2019-06-26,-7.199389,INSURED_ADDRESS,112.691098,419811,East Java,2019-12-04
499,218 Hill Rd,Unit #15-442,Johor Bahru,Malaysia,2022-02-15,1.455238,GARAGE,103.793403,383685,Johor,2022-12-16
500,670 Orchard Rd,Unit #17-603,Bangkok,Thailand,2023-07-20,13.846346,OTHER,100.690215,348875,Bangkok,2024-01-19
